ID,Genero,Grado,Pregunta_1,Pregunta_2,Pregunta_3,Pregunta_4,Pregunta_5,Pregunta_6,Pregunta_7,Pregunta_8,Pregunta_9,Pregunta_10,Pregunta_11,Pregunta_12,Pregunta_13,Pregunta_14,Pregunta_15,Pregunta_16,Pregunta_17,Pregunta_18,Pregunta_19,Pregunta_20,Pregunta_21,Pregunta_22,Pregunta_23,Pregunta_24,Pregunta_25,Pregunta_26,Pregunta_27,Pregunta_28,Pregunta_29,Pregunta_30,Pregunta_31,Pregunta_32,Pregunta_33,Pregunta_34,Pregunta_35,Pregunta_36,Pregunta_37,Pregunta_38,Pregunta_39,Pregunta_40,Pregunta_41,Pregunta_42,Pregunta_43,Pregunta_44,Pregunta_45,Pregunta_46,Pregunta_47,Pregunta_48,Pregunta_49,Pregunta_50,Pregunta_51,Pregunta_52,Pregunta_53,Pregunta_54,Pregunta_55,Pregunta_56,Pregunta_57,Pregunta_58,Pregunta_59,Pregunta_60,Pregunta_61,Pregunta_62,Pregunta_63,Pregunta_64,Pregunta_65,Pregunta_66,Pregunta_67,Pregunta_68,Pregunta_69,Pregunta_70,Pregunta_71,Pregunta_72,Pregunta_73,Pregunta_74,Pregunta_75,Pregunta_76,Pregunta_77,Pregunta_78,Pregunta_79,Pregunta_80,Pregunta_81,Pregunta_82,Pregunta_83,Pregunta_84,Pregunta_85,Pregunta_86,Pregunta_87,Pregunta_88,Pregunta_89,Pregunta_90,Pregunta_91,Pregunta_92,Pregunta_93,Pregunta_94,Pregunta_95,Pregunta_96,Pregunta_97,Pregunta_98,Pregunta_99,Pregunta_100,Pregunta_101,Pregunta_102,Pregunta_103,Pregunta_104,Pregunta_105,Pregunta_106,Pregunta_107,Pregunta_108,Pregunta_109,Pregunta_110,Pregunta_111,Pregunta_112,Pregunta_113,Pregunta_114,Pregunta_115,Pregunta_116,Pregunta_117,Pregunta_118,Pregunta_119,Pregunta_120,Pregunta_121,Pregunta_122,Pregunta_123,Pregunta_124,Pregunta_125,Pregunta_126,Pregunta_127,Pregunta_128,Pregunta_129,Pregunta_130,Pregunta_131,Pregunta_132,Pregunta_133,Pregunta_134,Pregunta_135,Pregunta_136,Pregunta_137,Pregunta_138,Pregunta_139,Pregunta_140,Pregunta_141,Pregunta_142,Pregunta_143,total_ninguno,total_opcion_A,total_opcion_B,total_ambos,porc_ninguno,porc_opcion_A,porc_opcion_B,porc_ambos,respuestas_validas,tasa_completitud,genero_etiqueta,puntaje_CCFM,porc_CCFM,puntaje_CCSS,porc_CCSS,puntaje_CCNA,porc_CCNA,puntaje_CCCO,porc_CCCO,puntaje_ARTE,porc_ARTE,puntaje_BURO,porc_BURO,puntaje_CCEP,porc_CCEP,puntaje_HAA,porc_HAA,puntaje_FINA,porc_FINA,puntaje_LING,porc_LING,puntaje_JURI,porc_JURI,area_dominante,puntaje_dominante,area_dominante_nombre
220,0,5,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,0,1,2.0,2,1,0,0,0,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,0,1,0,0,0,2,1,2,2,1,0,2,2,0,2,1,1,0,1,1,2,2,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,2,0,0,0,2,0,0,0,0,2,2,2,2,2,2,2,2,2,1,0,0,1,1,1,1,0,0,0,1,2,0,2,67,35,41,0,46.85,24.48,28.67,0.0,76,53.15,Femenino,6.0,18.18,8,24.24,8,24.24,15,45.45,9,27.27,7,21.21,10,30.3,10,30.3,4,12.12,9,27.27,9.0,27.27,CCCO,15.0,Ciencias de la Comunicación
221,1,5,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1.0,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1.0,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,0,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,58,84,0,0.7,40.56,58.74,0.0,142,99.3,Masculino,17.0,51.52,15,45.45,16,48.48,19,57.58,19,57.58,18,54.55,16,48.48,17,51.52,19,57.58,15,45.45,17.0,51.52,CCCO,19.0,Ciencias de la Comunicación
223,1,4,3,1,3,2,1,0,0,1,0,2,2,2,2,0,2,2,2,2,2,2,1,1,2,2,2,2,0.0,1,1,0,1,2,2,2,2,1,2,2,1,0,1,1,0,1,2,0,1,0,2,1.0,1,1,2,2,2,0,0,0,0,1,1,2,2,1,2,2,1,0,0,2,1,1,0,1,0,2,0,2,0,0,0,2,2,2,2,2,0,2,2,2,3,1,1,1,1,0,2,1,2,2,2,1,2,1,0,2,2,0,2,1,1,1,0,0,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,0,2,2,1,1,2,2,1,0,2,0,1,0,3,32,43,64,4,22.38,30.07,44.76,2.8,111,77.62,Masculino,11.0,33.33,14,42.42,14,42.42,10,30.3,15,45.45,16,48.48,12,36.36,13,39.39,11,33.33,15,45.45,17.0,51.52,JURI,17.0,Jurídico
224,1,4,2,1,2,1,1,2,2,2,2,0,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,0.0,1,1,1,2,1,1,2,2,1,0,1,2,0,2,2,0,1,2,2,1,2,2,1.0,0,2,2,2,1,1,2,0,2,2,1,0,1,2,2,0,0,2,0,2,1,2,0,1,2,1,0,2,2,2,1,0,1,0,2,0,1,0,2,2,0,0,1,1,2,2,1,0,0,1,2,2,2,2,2,1,2,2,2,1,0,1,1,1,2,2,1,2,0,2,1,1,1,2,0,0,2,0,2,2,1,2,2,2,0,2,1,2,1,1,2,1,2,27,49,67,0,18.88,34.27,46.85,0.0,116,81.12,Masculino,13.0,39.39,14,42.42,18,54.55,11,33.33,15,45.45,12,36.36,15,45.45,12,36.36,14,42.42,12,36.36,13.0,39.39,CCNA,18.0,Ciencias Naturales
225,1,5,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2.0,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1.0,2,2,2,2,12,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,0,66,76,0,0.0,46.15,53.15,0.0,143,100.0,Masculino,15.0,45.45,17,51.52,13,39.39,18,54.55,21,63.64,19,57.58,17,51.52,14,42.42,17,51.52,16,48.48,16.0,48.48,ARTE,21.0,Artes
226,1,5,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1.0,1,2,2,2,2,1,2,2,3,2,2,1,2,1,1,1,1,2,1,1,2,1,2.0,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,0,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,68,72,2,0.7,47.55,50.35,1.4,142,99.3,Masculino,15.0,45.45,15,45.45,15,45.45,19,57.58,20,60.61,18,54.55,15,45.45,14,42.42,17,51.52,18,54.55,22.0,66.67,JURI,22.0,Jurídico
227,1,5,2,1,1,1,1,2,0,1,1,1,1,2,1,1,1,1,2,1,2,2,2,0,2,2,2,3,1.0,2,1,2,2,2,0,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2.0,2,1,0,2,1,2,0,1,2,1,1,2,1,3,1,2,0,1,1,1,0,2,1,2,2,2,1,1,0,2,2,3,0,1,21,2,2,2,2,2,3,2,0,0,2,2,1,2,2,0,1,0,1,2,0,2,2,1,1,1,2,1,2,1,1,2,2,2,0,1,2,1,1,2,1,1,1,2,2,2,1,3,2,1,1,1,3,1,1,2,1,0,2,16,58,62,6,11.19,40.56,43.36,4.2,127,88.81,Masculino,13.0,39.39,14,42.42,13,39.39,19,57.58,12,36.36,14,42.42,17,51.52,15,45.45,12,36.36,18,54.55,15.0,45.45,CCCO,19.0,Ciencias de la Comunicación
228,0,5,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,0,2,0,2,2,1,1,2,0,2.0,1,2,2,2,0,0,0,0,1,0,2,1,2,0,0,2,2,0,2,0,0,1,2.0,1,0,0,0,0,2,2,2,0,2,0,3,2,1,0,2,0,3,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,2,2,2,1,2,2,2,0,2,0,1,2,0,1,0,0,1,2,0,2,0,0,0,0,1,0,0,2,0,1,1,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,1,2,0,0,0,2,2,1,1,2,2,50,32,59,2,34.97,22.38,41.26,1.4,93,65.03,Femenino,15.0,45.45,9,27.27,12,36.36,15,45.45,13,39.39,7,21.21,8,24.24,14,42.42,9,27.27,13,39.39,16.0,48.48,JURI,16.0,Jurídico
229,0,5,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,3,2,1,2.0,3,0,1,2,1,0,0,1,0,0,2,2,2,2,2,0,0,0,1,3,0,0,1.0,2,0,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,2,0,0,0,0,1,1,0,2,2,0,0,3,2,3,0,0,0,0,3,2,0,0,0,0,2,3,3,0,0,0,0,2,0,3,2,1,0,0,3,2,0,2,0,3,0,0,0,0,0,0,1,1,2,2,1,2,0,0,0,3,3,2,2,1,2,2,60,30,39,14,41.96,20.98,27.27,9.79,83,58.04,Femenino,12.0,36.36,12,36.36,7,21.21,7,21.21,16,48.48,6,18.18,12,36.36,15,45.45,6,18.18,5,15.15,14.0,42.42,ARTE,16.0,Artes
230,0,5,2,1,2,0,1,0,0,0,0,0,0,2,3,2,2,2,2,3,0,0,2,2,0,0,2,2,1.0,1,2,1,2,0,0,2,2,0,0,3,1,0,1,0,2,1,2,2,1,2,0,0.0,2,1,2,0,0,0,1,2,2,2,2,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,2,2,0,2,0,2,2,2,2,1,1,2,0,0,1,2,0,0,0,0,2,1,2,2,1,2,0,0,2,0,3,2,1,1,1,0,2,2,1,0,1,2,2,62,27,50,4,43.36,18.88,34.97,2.8,81,56.64,Femenino,12.0,36.36,10,30.3,9,27.27,11,33.33,14,42.42,7,21.21,12,36.36,12,36.36,11,33.33,4,12.12,6.0,18.18,ARTE,14.0,Artes
231,1,5,2,1,1,1,1,0,0,0,2,0,0,2,0,2,0,3,2,2,2,2,2,2,2,2,2,1,1.0,1,2,0,3,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2.0,2,2,2,1,2,2,2,3,3,1,2,2,2,1,0,1,1,2,0,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,0,1,1,2,2,2,2,2,2,2,1,1,1,0,1,1,2,2,2,2,2,2,2,0,1,2,2,0,2,2,2,2,2,2,2,2,14,32,90,7,9.79,22.38,62.94,4.9,129,90.21,Masculino,16.0,48.48,14,42.42,20,60.61,12,36.36,18,54.55,17,51.52,21,63.64,20,60.61,22,66.67,19,57.58,19.0,57.58,FINA,22.0,Finanzas
232,1,5,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,0,1,2,1,2,1,1,2,2,2,1.0,2,3,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1.0,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,0,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,0,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,3,61,78,1,2.1,42.66,54.55,0.7,140,97.9,Masculino,16.0,48.48,17,51.52,20,60.61,15,45.45,18,54.55,19,57.58,15,45.45,14,42.42,15,45.45,17,51.52,18.0,54.55,CCNA,20.0,Ciencias Naturales
234,1,5,2,1,1,2,1,1,1,2,2,1,1,2,2,1,0,0,0,1,2,2,2,2,1,2,2,1,1.0,0,1,0,1,2,2,2,0,2,2,0,1,1,0,0,0,0,0,2,2,1,0,0.0,0,2,1,2,2,0,0,2,0,2,2,0,2,0,2,1,2,0,2,2,1,1,2,0,0,1,2,1,2,2,2,0,0,1,2,2,2,1,0,2,1,0,0,1,2,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2,2,2,0,0,0,2,0,0,1,2,2,1,2,0,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,44,43,56,0,30.77,30.07,39.16,0.0,99,69.23,Masculino,11.0,33.33,9,27.27,10,30.3,9,27.27,9,27.27,14,42.42,13,39.39,20,60.61,13,39.39,9,27.27,10.0,30.3,HAA,20.0,Humanidades y Arquitectura
235,1,5,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,0,1,2,2,1,2,2,1,2.0,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2.0,2,2,2,1,2,1,2,1,1,2,2,1,0,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,0,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,3,57,83,0,2.1,39.86,58.04,0.0,140,97.9,Masculino,18.0,54.55,17,51.52,17,51.52,13,39.39,21,63.64,14,42.42,16,48.48,19,57.58,18,54.55,14,42.42,16.0,48.48,ARTE,21.0,Artes
236,1,5,3,2,2,2,1,1,1,1,2,1,1,1,3,1,2,0,2,2,2,3,2,2,1,2,2,2,1.0,2,1,2,0,2,1,1,2,1,1,1,1,31,1,2,0,2,1,0,2,2,1,1.0,2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,3,2,1,2,2,2,1,1,3,2,1,1,2,2,2,3,1,2,2,2,1,3,1,1,3,1,1,2,3,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,3,2,1,1,2,1,2,1,1,2,2,2,3,4,65,62,11,2.8,45.45,43.36,7.69,139,97.2,Masculino,18.0,54.55,17,51.52,14,42.42,19,57.58,15,45.45,15,45.45,17,51.52,17,51.52,18,54.55,18,54.55,18.0,54.55,CCCO,19.0,Ciencias de la Comunicación
237,0,5,0,1,1,0,1,1,1,0,0,2,0,2,1,2,1,1,2,2,0,0,2,2,0,0,2,0,0.0,1,1,2,0,2,2,2,2,0,2,2,0,0,0,0,0,1,2,2,1,0,2,0.0,1,0,2,0,2,0,0,2,2,2,0,2,2,2,1,0,1,2,2,0,2,2,2,0,2,0,2,0,1,1,0,0,1,0,2,2,0,1,0,2,2,2,1,1,1,1,0,1,1,0,2,2,2,0,2,1,1,0,2,2,2,0,0,1,0,2,1,1,1,0,2,2,2,2,2,2,0,2,2,0,1,0,1,0,1,0,2,0,1,0,0,2,0,52,35,56,0,36.36,24.48,39.16,0.0,91,63.64,Femenino,11.0,33.33,8,24.24,10,30.3,9,27.27,11,33.33,13,39.39,18,54.55,14,42.42,7,21.21,12,36.36,8.0,24.24,CCEP,18.0,Ciencias Económico-Políticas
238,0,5,0,1,0,0,0,0,0,1,0,1,0,2,0,2,2,0,0,0,0,0,2,3,1,0,2,2,0.0,0,0,1,0,0,0,0,2,1,1,3,0,2,0,0,0,2,0,2,0,0,1,1.0,1,3,0,2,0,0,1,2,2,2,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,0,1,0,0,2,0,3,0,0,1,2,0,0,2,0,0,83,25,30,5,58.04,17.48,20.98,3.5,60,41.96,Femenino,4.0,12.12,10,30.3,1,3.03,8,24.24,10,30.3,4,12.12,9,27.27,10,30.3,7,21.21,9,27.27,5.0,15.15,CCSS,10.0,Ciencias Sociales
240,0,5,2,1,0,1,0,1,0,0,0,0,0,2,0,0,2,2,2,2,1,0,2,2,0,2,2,1,1.0,1,2,1,2,2,2,2,2,0,0,2,1,2,1,0,2,2,2,2,2,2,1,2.0,2,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,2,0,0,0,2,2,2,0,1,2,0,0,2,0,0,1,0,1,2,0,1,1,0,1,0,2,0,0,1,0,1,0,0,1,2,0,2,1,1,0,2,0,0,2,2,0,1,1,2,1,2,0,0,2,2,2,0,0,0,0,1,0,1,0,2,2,2,0,2,0,2,55,29,59,0,38.46,20.28,41.26,0.0,88,61.54,Femenino,9.0,27.27,10,30.3,11,33.33,10,30.3,13,39.39,11,33.33,13,39.39,12,36.36,14,42.42,7,21.21,10.0,30.3,FINA,14.0,Finanzas
243,0,5,2,1,0,1,0,1,0,0,0,0,0,2,0,0,2,2,2,2,1,0,2,2,0,2,2,1,1.0,1,2,1,2,2,2,2,2,0,0,2,1,2,1,0,2,2,2,2,2,2,1,2.0,2,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,2,0,0,0,2,2,2,0,1,2,1,0,2,0,0,1,0,1,2,0,1,1,0,1,0,2,0,0,1,0,1,1,0,1,2,0,2,1,1,0,2,0,0,2,2,0,1,1,2,1,2,0,0,2,2,2,0,0,0,1,1,0,1,0,2,2,2,0,2,0,2,52,32,59,0,36.36,22.38,41.26,0.0,91,63.64,Femenino,9.0,27.27,11,33.33,11,33.33,10,30.3,14,42.42,11,33.33,13,39.39,12,36.36,14,42.42,7,21.21,10.0,30.3,ARTE,14.0,Artes
244,1,5,0,1,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,2,0,0,3,2,0,0.0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,1,2,1,0,2,2,2.0,2,2,0,1,0,1,0,0,0,0,1,2,3,2,0,2,0,2,3,2,0,0,2,3,2,3,2,0,2,0,2,1,0,2,2,2,0,0,0,2,2,1,1,0,0,2,2,2,1,0,0,3,0,0,0,2,2,2,2,0,1,3,3,1,2,2,3,0,0,0,2,0,0,0,0,3,0,0,2,2,2,0,2,2,0,0,2,1,3,2,1,2,0,65,17,50,11,45.45,11.89,34.97,7.69,78,54.55,Masculino,9.0,27.27,9,27.27,10,30.3,11,33.33,11,33.33,7,21.21,8,24.24,11,33.33,15,45.45,9,27.27,17.0,51.52,JURI,17.0,Jurídico
245,0,5,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1.0,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2.0,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,0,52,90,1,0.0,36.36,62.94,0.7,143,100.0,Femenino,17.0,51.52,16,48.48,17,51.52,18,54.55,18,54.55,17,51.52,15,45.45,21,63.64,18,54.55,19,57.58,21.0,63.64,HAA,21.0,Humanidades y Arquitectura
246,0,5,2,1,1,2,2,1,1,1,0,0,3,2,3,3,3,3,2,2,2,2,2,2,1,2,2,3,3.0,1,3,3,2,2,0,2,2,2,1,2,3,2,1,1,2,1,2,2,3,3,3,2.0,2,1,1,2,2,3,3,2,2,2,2,2,1,1,1,2,1,3,2,3,1,2,2,2,1,2,1,1,2,2,2,1,1,1,3,2,1,1,3,3,1,1,1,1,1,1,3,3,1,1,1,1,0,1,1,3,1,1,3,1,1,1,1,1,2,0,1,1,3,3,3,3,1,2,1,1,3,1,2,1,3,3,3,1,1,2,2,1,1,1,3,2,2,5,57,48,33,3.5,39.86,33.57,23.08,138,96.5,Femenino,21.0,63.64,21,63.64,23,69.7,21,63.64,22,66.67,18,54.55,20,60.61,18,54.55,16,48.48,16,48.48,21.0,63.64,CCNA,23.0,Ciencias Naturales
249,0,5,2,1,1,2,1,1,1,1,0,3,3,2,3,3,3,3,2,2,2,2,2,2,1,1,2,2,2.0,2,2,2,2,2,2,2,1,2,1,2,3,1,2,3,1,2,3,1,1,2,3,2.0,2,1,2,1,3,1,2,1,1,2,1,2,1,1,2,3,1,2,3,1,1,2,2,1,2,1,1,1,2,2,3,1,1,2,3,1,2,1,1,2,3,1,2,3,1,1,1,2,2,2,3,3,1,1,1,2,1,2,3,1,2,3,1,1,1,0,3,2,2,2,2,2,2,3,1,1,3,1,2,1,3,2,3,1,2,1,3,1,3,1,2,2,2,2,54,59,28,1.4,37.76,41.26,19.58,141,98.6,Femenino,22.0,66.67,20,60.61,26,78.79,18,54.55,19,57.58,17,51.52,22,66.67,18,54.55,16,48.48,22,66.67,17.0,51.52,CCNA,26.0,Ciencias Naturales
250,1,5,3,1,2,2,1,2,3,2,2,1,1,2,2,3,2,0,2,1,1,1,2,1,1,1,2,2,0.0,0,0,2,3,0,0,0,0,1,1,2,3,0,1,2,0,0,0,1,0,2,1,3.0,2,2,3,3,0,2,3,0,3,2,1,3,3,3,3,1,0,0,1,1,1,1,0,2,1,3,2,0,0,3,2,1,1,1,0,2,3,3,3,2,2,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,3,0,0,0,0,0,0,1,2,0,0,1,2,0,2,0,0,0,0,2,2,3,2,3,0,2,0,2,0,0,0,3,52,31,37,23,36.36,21.68,25.87,16.08,91,63.64,Masculino,14.0,42.42,15,45.45,12,36.36,14,42.42,14,42.42,8,24.24,13,39.39,11,33.33,15,45.45,11,33.33,15.0,45.45,CCSS,15.0,Ciencias Sociales
252,1,4,2,3,1,3,3,1,3,1,2,2,1,3,1,1,3,1,3,1,3,1,3,1,3,1,2,1,3.0,1,1,3,1,3,0,1,1,0,0,3,0,1,3,1,2,1,2,1,2,1,2,1.0,2,1,1,3,1,3,1,3,1,1,3,3,1,1,3,1,3,2,3,0,0,1,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,1,3,2,2,3,1,3,1,3,0,3,3,1,1,2,3,3,0,0,3,2,1,2,3,0,3,1,2,3,0,3,2,1,1,2,3,0,3,1,1,2,3,2,1,2,3,3,0,2,2,1,3,13,57,23,50,9.09,39.86,16.08,34.97,130,90.91,Masculino,14.0,42.42,26,78.79,21,63.64,25,75.76,17,51.52,20,60.61,18,54.55,17,51.52,18,54.55,23,69.7,16.0,48.48,CCSS,26.0,Ciencias Sociales
253,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,2,2,2,2,2,3.0,2,2,3,3,3,3,2,3,3,3,3,2,2,2,2,3,1,1,1,1,2,2,3,3,3,0,0,0,1,3,3,1,1,3,1,1,3,1,3,3,3,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,3,1,3,2,1,2,1,2,1,2,1,2,1,3,1,3,3,1,2,1,1,1,2,1,2,2,1,3,3,34,38,68,2.1,23.78,26.57,47.55,140,97.9,Masculino,26.0,78.79,27,81.82,24,72.73,25,75.76,22,66.67,24,72.73,22,66.67,25,75.76,25,75.76,24,72.73,23.0,69.7,CCSS,27.0,Ciencias Sociales
254,1,5,2,1,3,2,1,1,0,1,0,0,1,3,3,2,2,0,2,2,0,0,3,0,0,0,2,0,0.0,0,3,2,2,2,0,2,2,0,2,3,1,2,1,2,0,0,2,1,1,3,3,0.0,0,0,1,2,2,3,2,3,3,1,3,3,2,3,3,1,3,2,1,2,3,2,0,1,3,1,2,3,1,0,3,2,2,3,2,2,3,1,0,3,0,2,1,2,1,3,0,2,1,2,1,3,1,3,2,1,1,3,3,1,3,2,1,3,2,1,2,2,1,2,1,3,2,0,2,1,1,2,1,3,2,3,2,2,3,2,2,2,2,3,1,2,1,25,34,49,35,17.48,23.78,34.27,24.48,118,82.52,Masculino,17.0,51.52,15,45.45,22,66.67,19,57.58,23,69.7,19,57.58,15,45.45,17,51.52,18,54.55,18,54.55,14.0,42.42,ARTE,23.0,Artes
255,1,5,3,1,3,0,0,0,1,0,1,2,1,3,2,2,2,2,2,2,0,3,0,2,0,3,2,0,0.0,0,0,0,0,0,0,0,3,0,1,3,2,0,2,2,0,0,2,1,0,2,1,0.0,2,0,0,0,2,2,2,0,1,0,2,0,2,2,0,0,0,0,0,3,0,1,0,0,0,0,3,0,3,3,3,1,1,0,2,2,0,2,2,2,1,0,2,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,2,1,0,2,2,0,0,1,0,2,0,2,0,2,2,0,0,2,0,0,0,2,0,0,0,1,2,0,0,2,3,3,72,16,39,16,50.35,11.19,27.27,11.19,71,49.65,Masculino,8.0,24.24,11,33.33,14,42.42,7,21.21,12,36.36,4,12.12,10,30.3,8,24.24,13,39.39,5,15.15,13.0,39.39,CCNA,14.0,Ciencias Naturales
256,1,5,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,0,3,1,1,1,1,1,2,3,1.0,1,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2.0,2,1,2,1,3,1,0,2,1,0,1,3,0,0,0,1,0,1,0,1,1,1,1,1,0,2,2,0,1,2,2,2,0,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,0,0,2,2,2,1,1,2,2,2,2,1,1,3,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,3,2,2,2,1,13,68,55,7,9.09,47.55,38.46,4.9,130,90.91,Masculino,14.0,42.42,13,39.39,19,57.58,17,51.52,15,45.45,18,54.55,13,39.39,12,36.36,14,42.42,17,51.52,18.0,54.55,CCNA,19.0,Ciencias Naturales
